id,content_type,category_id,category_name,grade_id,grade_name,item,description
CCSS.ELA-LITERACY.L.2.1.a,ELA-LITERACY,L,Language,2,Grade 2,1a,"Use collective nouns (e.g., group)."
CCSS.ELA-LITERACY.L.2.1.b,ELA-LITERACY,L,Language,2,Grade 2,1b,"Form and use frequently occurring irregular plural nouns (e.g., feet, children, teeth, mice, fish)."
CCSS.ELA-LITERACY.L.2.1.c,ELA-LITERACY,L,Language,2,Grade 2,1c,"Use reflexive pronouns (e.g., myself, ourselves)."
CCSS.ELA-LITERACY.L.2.1.d,ELA-LITERACY,L,Language,2,Grade 2,1d,"Form and use the past tense of frequently occurring irregular verbs (e.g., sat, hid, told)."
CCSS.ELA-LITERACY.L.2.1.e,ELA-LITERACY,L,Language,2,Grade 2,1e,"Use adjectives and adverbs, and choose between them depending on what is to be modified."
CCSS.ELA-LITERACY.L.2.1.f,ELA-LITERACY,L,Language,2,Grade 2,1f,"Produce, expand, and rearrange complete simple and compound sentences (e.g., The boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy)."
CCSS.ELA-LITERACY.L.2.2,ELA-LITERACY,L,Language,2,Grade 2,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-LITERACY.L.2.2.a,ELA-LITERACY,L,Language,2,Grade 2,2a,"Capitalize holidays, product names, and geographic names."
CCSS.ELA-LITERACY.L.2.2.b,ELA-LITERACY,L,Language,2,Grade 2,2b,Use commas in greetings and closings of letters.
CCSS.ELA-LITERACY.L.2.2.c,ELA-LITERACY,L,Language,2,Grade 2,2c,Use an apostrophe to form contractions and frequently occurring possessives.
CCSS.ELA-LITERACY.L.2.2.d,ELA-LITERACY,L,Language,2,Grade 2,2d,"Generalize learned spelling patterns when writing words (e.g., cage → badge; boy → boil)."
CCSS.ELA-LITERACY.L.2.2.e,ELA-LITERACY,L,Language,2,Grade 2,2e,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."
CCSS.ELA-LITERACY.L.2.3,ELA-LITERACY,L,Language,2,Grade 2,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
CCSS.ELA-LITERACY.L.2.3.a,ELA-LITERACY,L,Language,2,Grade 2,3a,Compare formal and informal uses of English
CCSS.ELA-LITERACY.L.2.4,ELA-LITERACY,L,Language,2,Grade 2,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies."
CCSS.ELA-LITERACY.L.2.4.a,ELA-LITERACY,L,Language,2,Grade 2,4a,Use sentence-level context as a clue to the meaning of a word or phrase.
CCSS.ELA-LITERACY.L.2.4.b,ELA-LITERACY,L,Language,2,Grade 2,4b,"Determine the meaning of the new word formed when a known prefix is added to a known word (e.g., happy/unhappy, tell/retell)."
CCSS.ELA-LITERACY.L.2.4.c,ELA-LITERACY,L,Language,2,Grade 2,4c,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., addition, additional)."
CCSS.ELA-LITERACY.L.2.4.d,ELA-LITERACY,L,Language,2,Grade 2,4d,"Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark)."
CCSS.ELA-LITERACY.L.2.4.e,ELA-LITERACY,L,Language,2,Grade 2,4e,"Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases."
CCSS.ELA-LITERACY.L.2.5,ELA-LITERACY,L,Language,2,Grade 2,5,Demonstrate understanding of word relationships and nuances in word meanings.
CCSS.ELA-LITERACY.L.2.5.a,ELA-LITERACY,L,Language,2,Grade 2,5a,"Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy)."
CCSS.ELA-LITERACY.L.2.5.b,ELA-LITERACY,L,Language,2,Grade 2,5b,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny)."
CCSS.ELA-LITERACY.L.2.6,ELA-LITERACY,L,Language,2,Grade 2,6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy)."
CCSS.ELA-LITERACY.RF.2.3,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3,Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.2.3.a,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3a,Distinguish long and short vowels when reading regularly spelled one-syllable words.
CCSS.ELA-LITERACY.RF.2.3.b,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3b,Know spelling-sound correspondences for additional common vowel teams.
CCSS.ELA-LITERACY.RF.2.3.c,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3c,Decode regularly spelled two-syllable words with long vowels.
CCSS.ELA-LITERACY.RF.2.3.d,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3d,Decode words with common prefixes and suffixes.
CCSS.ELA-LITERACY.RF.2.3.e,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3e,Identify words with inconsistent but common spelling-sound correspondences.
CCSS.ELA-LITERACY.RF.2.3.f,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,3f,Recognize and read grade-appropriate irregularly spelled words.
CCSS.ELA-LITERACY.RF.2.4,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,4,Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.2.4.a,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,4a,Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.2.4.b,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,4b,"Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings."
CCSS.ELA-LITERACY.RF.2.4.c,ELA-LITERACY,RF,Reading: Foundational Skills,2,Grade 2,4c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
CCSS.ELA-LITERACY.RI.2.1,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
CCSS.ELA-LITERACY.RI.2.2,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,2,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.
CCSS.ELA-LITERACY.RI.2.3,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,3,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text."
CCSS.ELA-LITERACY.RI.2.4,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,4,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.
CCSS.ELA-LITERACY.RI.2.5,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,5,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently."
CCSS.ELA-LITERACY.RI.2.6,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,6,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe."
CCSS.ELA-LITERACY.RI.2.7,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,7,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text."
CCSS.ELA-LITERACY.RI.2.8,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,8,Describe how reasons support specific points the author makes in a text.
CCSS.ELA-LITERACY.RI.2.9,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,9,Compare and contrast the most important points presented by two texts on the same topic.
CCSS.ELA-LITERACY.RI.2.10,ELA-LITERACY,RI,Reading: Informational Text,2,Grade 2,10,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range."
CCSS.ELA-LITERACY.RL.2.1,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
CCSS.ELA-LITERACY.RL.2.2,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,2,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral."
CCSS.ELA-LITERACY.RL.2.3,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,3,Describe how characters in a story respond to major events and challenges.
CCSS.ELA-LITERACY.RL.2.4,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,4,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song."
CCSS.ELA-LITERACY.RL.2.5,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,5,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action."
CCSS.ELA-LITERACY.RL.2.6,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,6,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud."
CCSS.ELA-LITERACY.RL.2.7,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,7,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot."
CCSS.ELA-LITERACY.RL.2.8,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,8,(Not applicable to literature)
CCSS.ELA-LITERACY.RL.2.9,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,9,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures."
CCSS.ELA-LITERACY.RL.2.10,ELA-LITERACY,RL,Reading: Literature,2,Grade 2,10,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range."
CCSS.ELA-LITERACY.SL.2.1,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,1,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
CCSS.ELA-LITERACY.SL.2.1.a,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,1a,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
CCSS.ELA-LITERACY.SL.2.1.b,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,1b,Build on others' talk in conversations by linking their comments to the remarks of others.
CCSS.ELA-LITERACY.SL.2.1.c,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,1c,Ask for clarification and further explanation as needed about the topics and texts under discussion.
CCSS.ELA-LITERACY.SL.2.2,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,2,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
CCSS.ELA-LITERACY.SL.2.3,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,3,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue."
CCSS.ELA-LITERACY.SL.2.4,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,4,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences."
CCSS.ELA-LITERACY.SL.2.5,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,5,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings."
CCSS.ELA-LITERACY.SL.2.6,ELA-LITERACY,SL,Speaking & Listening,2,Grade 2,6,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-LITERACY.W.2.1,ELA-LITERACY,W,Writing,2,Grade 2,1,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section."
CCSS.ELA-LITERACY.W.2.2,ELA-LITERACY,W,Writing,2,Grade 2,2,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section."
CCSS.ELA-LITERACY.W.2.3,ELA-LITERACY,W,Writing,2,Grade 2,3,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure."
CCSS.ELA-LITERACY.W.2.4,ELA-LITERACY,W,Writing,2,Grade 2,4,(Begins in grade 3)
CCSS.ELA-LITERACY.W.2.5,ELA-LITERACY,W,Writing,2,Grade 2,5,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing."
CCSS.ELA-LITERACY.W.2.6,ELA-LITERACY,W,Writing,2,Grade 2,6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
CCSS.ELA-LITERACY.W.2.7,ELA-LITERACY,W,Writing,2,Grade 2,7,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations)."
CCSS.ELA-LITERACY.W.2.8,ELA-LITERACY,W,Writing,2,Grade 2,8,Recall information from experiences or gather information from provided sources to answer a question.
CCSS.ELA-LITERACY.W.2.9,ELA-LITERACY,W,Writing,2,Grade 2,9,(Begins in grade 4)
CCSS.ELA-LITERACY.W.2.10,ELA-LITERACY,W,Writing,2,Grade 2,10,(Begins in grade 3)
CCSS.ELA-LITERACY.L.3.1,ELA-LITERACY,L,Language,3,Grade 3,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-LITERACY.L.3.1.a,ELA-LITERACY,L,Language,3,Grade 3,1a,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences."
CCSS.ELA-LITERACY.L.3.1.b,ELA-LITERACY,L,Language,3,Grade 3,1b,Form and use regular and irregular plural nouns.
CCSS.ELA-LITERACY.L.3.1.c,ELA-LITERACY,L,Language,3,Grade 3,1c,"Use abstract nouns (e.g., childhood)."
CCSS.ELA-LITERACY.L.3.1.d,ELA-LITERACY,L,Language,3,Grade 3,1d,Form and use regular and irregular verbs.
CCSS.ELA-LITERACY.L.3.1.e,ELA-LITERACY,L,Language,3,Grade 3,1e,"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses."
CCSS.ELA-LITERACY.L.3.1.f,ELA-LITERACY,L,Language,3,Grade 3,1f,Ensure subject-verb and pronoun-antecedent agreement.*
CCSS.ELA-LITERACY.L.3.1.g,ELA-LITERACY,L,Language,3,Grade 3,1g,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified."
CCSS.ELA-LITERACY.L.3.1.h,ELA-LITERACY,L,Language,3,Grade 3,1h,Use coordinating and subordinating conjunctions.
CCSS.ELA-LITERACY.L.3.1.j,ELA-LITERACY,L,Language,3,Grade 3,1j,"Produce simple, compound, and complex sentences."
CCSS.ELA-LITERACY.L.3.2,ELA-LITERACY,L,Language,3,Grade 3,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-LITERACY.L.3.2.a,ELA-LITERACY,L,Language,3,Grade 3,2a,Capitalize appropriate words in titles.
CCSS.ELA-LITERACY.L.3.2.b,ELA-LITERACY,L,Language,3,Grade 3,2b,Use commas in addresses.
CCSS.ELA-LITERACY.L.3.2.c,ELA-LITERACY,L,Language,3,Grade 3,2c,Use commas and quotation marks in dialogue.
CCSS.ELA-LITERACY.L.3.2.d,ELA-LITERACY,L,Language,3,Grade 3,2d,Form and use possessives.
CCSS.ELA-LITERACY.L.3.2.e,ELA-LITERACY,L,Language,3,Grade 3,2e,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness)."
CCSS.ELA-LITERACY.L.3.2.f,ELA-LITERACY,L,Language,3,Grade 3,2f,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words."
CCSS.ELA-LITERACY.L.3.2.g,ELA-LITERACY,L,Language,3,Grade 3,2g,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."
CCSS.ELA-LITERACY.L.3.3,ELA-LITERACY,L,Language,3,Grade 3,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
CCSS.ELA-LITERACY.L.3.3.a,ELA-LITERACY,L,Language,3,Grade 3,3a,Choose words and phrases for effect.*
CCSS.ELA-LITERACY.L.3.3.b,ELA-LITERACY,L,Language,3,Grade 3,3b,Recognize and observe differences between the conventions of spoken and written standard English.
